2616
32	0	1	0
26	0	1	33
20	0	3	66

49	9	2442	2658	2730
101	9	2492	2708	2780
20	3	2393	2609	2681
32	1	2391	2607	2679
21	8	2396	2612	2684
26	1	2391	2607	2679
60	9	2450	2666	2738
14	10	2432	2648	2720
36	8	2435	2651	2723
73	9	2462	2678	2750
82	8	2467	2683	2755
95	9	2456	2672	2744
58	8	2447	2663	2735
3	9	2456	2672	2744
63	9	2477	2693	2765
1	9	2475	2691	2763
59	8	2499	2715	2787
96	10	2498	2714	2786
44	10	2504	2720	2792
93	9	2524	2740	2812
89	10	2528	2744	2816
12	8	2537	2753	2825
18	9	2523	2739	2811
61	10	2519	2735	2807
83	8	2516	2732	2804
71	10	2525	2741	2813
43	8	2541	2757	2829
56	10	2560	2776	2848
103	10	2551	2767	2839
16	8	2544	2760	2832
84	8	2546	2762	2834
24	8	2563	2779	2851
30	9	2541	2757	2829
