3336
16	10	3331	3331	3355

35	8	3214	3430	3502
32	9	3229	3445	3517
21	10	3160	3376	3448
36	10	3180	3396	3468
60	9	3183	3399	3471
26	9	3184	3400	3472
95	9	3198	3414	3486
1	10	3202	3418	3490
14	10	3188	3404	3476
63	9	3198	3414	3486
52	8	3194	3410	3482
20	10	3206	3422	3494
38	10	3219	3435	3507
49	10	3234	3450	3522
82	8	3248	3464	3536
44	10	3255	3471	3543
73	8	3247	3463	3535
59	8	3282	3498	3570
12	9	3274	3490	3562
96	10	3271	3487	3559
43	8	3268	3484	3556
56	9	3280	3496	3568
