2976
15	0	5	0
17	0	5	24

71	10	2888	3104	3176
32	10	2848	3064	3136
26	10	2798	3014	3086
53	9	2786	3002	3074
23	10	2856	3072	3144
4	10	2772	2988	3060
19	10	2868	3084	3156
38	9	2845	3061	3133
15	5	2756	2972	3044
101	9	2794	3010	3082
17	5	2756	2972	3044
83	8	2774	2990	3062
66	8	2778	2994	3066
47	10	2818	3034	3106
9	8	2831	3047	3119
50	8	2851	3067	3139
86	8	2896	3112	3184
72	9	2876	3092	3164
45	10	2892	3108	3180
65	8	2891	3107	3179
104	10	2906	3122	3194
0	9	2904	3120	3192
42	8	2907	3123	3195
74	8	2911	3127	3199
