1824
10	0	2	0
7	0	7	37

59	9	1662	1878	1950
22	8	1745	1961	2033
13	8	1627	1843	1915
70	9	1627	1843	1915
88	9	1681	1897	1969
85	10	1615	1831	1903
51	10	1746	1962	2034
29	8	1738	1954	2026
10	2	1601	1817	1889
7	7	1606	1822	1894
61	9	1644	1860	1932
2	10	1670	1886	1958
69	9	1672	1888	1960
55	10	1679	1895	1967
94	10	1676	1892	1964
3	9	1682	1898	1970
27	9	1686	1902	1974
30	9	1696	1912	1984
73	9	1691	1907	1979
1	9	1709	1925	1997
8	8	1706	1922	1994
24	10	1707	1923	1995
91	9	1711	1927	1999
78	10	1707	1923	1995
87	9	1720	1936	2008
44	10	1726	1942	2014
92	10	1726	1942	2014
6	10	1761	1977	2049
11	10	1764	1980	2052
16	9	1755	1971	2043
36	9	1771	1987	2059
37	10	1755	1971	2043
84	10	1755	1971	2043
96	8	1764	1980	2052
43	10	1768	1984	2056
49	8	1754	1970	2042
75	9	1767	1983	2055
