1560
70	0	7	0
91	0	6	30

63	8	1401	1509	1545
30	8	1497	1605	1641
83	10	1531	1639	1675
59	8	1371	1479	1515
62	9	1347	1455	1491
42	8	1545	1653	1689
43	8	1572	1680	1716
31	8	1376	1484	1520
99	10	1585	1693	1729
18	10	1542	1650	1686
36	10	1423	1531	1567
64	8	1402	1510	1546
58	9	1538	1646	1682
91	6	1297	1405	1441
0	10	1579	1687	1723
55	10	1549	1657	1693
53	10	1483	1591	1627
17	8	1315	1423	1459
78	10	1562	1670	1706
85	8	1319	1427	1463
77	10	1554	1662	1698
70	7	1410	1518	1554
39	8	1545	1653	1689
90	9	1530	1638	1674
72	9	1461	1569	1605
9	9	1533	1641	1677
3	8	1598	1706	1742
48	9	1604	1712	1748
54	8	1606	1714	1750
66	8	1615	1723	1759
