1488
101	0	8	0
19	0	8	30

63	8	1401	1509	1545
30	8	1497	1605	1641
16	10	1342	1450	1486
59	8	1371	1479	1515
62	9	1347	1455	1491
1	10	1370	1478	1514
74	10	1371	1479	1515
31	8	1376	1484	1520
61	10	1372	1480	1516
101	8	1326	1434	1470
36	10	1423	1531	1567
64	8	1402	1510	1546
19	8	1323	1431	1467
91	9	1297	1405	1441
95	10	1391	1499	1535
2	10	1365	1473	1509
53	10	1483	1591	1627
17	8	1315	1423	1459
71	9	1322	1430	1466
85	8	1319	1427	1463
73	10	1353	1461	1497
70	10	1410	1518	1554
94	9	1378	1486	1522
60	9	1343	1451	1487
72	9	1461	1569	1605
9	9	1533	1641	1677
83	10	1531	1639	1675
90	9	1530	1638	1674
18	10	1542	1650	1686
58	9	1538	1646	1682
