2040
34	0	1	0
62	0	1	23
58	0	6	46

62	1	1799	2015	2087
17	8	1906	2122	2194
54	9	1887	2103	2175
63	8	1962	2178	2250
14	10	1828	2044	2116
48	9	1875	2091	2163
90	10	1909	2125	2197
76	10	1870	2086	2158
28	10	1853	2069	2141
103	9	1923	2139	2211
15	10	1930	2146	2218
58	6	1816	2032	2104
25	9	1862	2078	2150
40	9	1875	2091	2163
34	1	1802	2018	2090
5	10	1829	2045	2117
60	10	1824	2040	2112
100	9	1838	2054	2126
68	9	1839	2055	2127
93	8	1888	2104	2176
4	9	1930	2146	2218
82	9	1966	2182	2254
83	8	1978	2194	2266
